handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
soundofdata,Sound of Data,1851,207,1,1,95,2,9,173
rorkedata,Rorke Data,1277,825,1,1,1952,9,22,810
PernixData,PernixData,374,537,0,1,206,32,43,1233
RiverMillData,Drew Barwick,935,1705,1,1,1331,23,8,828
BSmithData,Brian Smith,899,1078,0,1,1897,20,30,1807
mathbabedotorg,Cathy O'Neil,772,1045,0,1,66,17,94,1815
d8atransmission,Data Transmission,1716,17003,1,1,3348,13,188,5918
TandbergData,Tandberg Data,1059,457,1,1,365,0,18,482
UWMadRschSvcs,Research Data Svcs,1578,1459,0,1,48,0,36,295
VideoDataBank,Video Data Bank,1646,830,1,1,435,21,98,2036
payscale,PayScale,1669,19360,1,1,15071,278,657,47397
DataUY,DATA,561,738,0,1,41,241,27,480
PrismaticEng,PrismaticEngineering,250,235,1,1,650,70773,84,8578
Data360online,Data360,561,373,1,1,1803,0,3,542
OpenDataSK,OpenDataSK,787,698,1,1,304,63,22,373
UKGovLD,Linked Data Group,590,125,0,1,604,2,39,631
datagems,comScore Data Gems,1137,560,0,1,2160,76,664,8866
BIG__Data,X. Granis Acervus,990,986,0,1,402,32,16,228
ISTC_BigData,ISTC for Big Data,421,487,1,1,504,2,44,716
MadDataScience,Alessandro Gagliardi,988,781,1,1,1324,42,46,889
Data01,Dan Tabár,1786,3318,1,1,376,228,31,1273
dfmdata,Thunderdome data,391,670,0,1,220,1,46,520
Data_Jack,DataJack,1554,12732,1,1,162,600,43,455
TribData,Texas Tribune Data,1428,507,1,1,505,1,346,6699
ryanorban,Ryan Orban,1993,1014,1,1,472,19696,33,948
dnzDataEntry,Data Entry Projects,1584,29343,1,1,0,0,23,1170
Data_Democracy,Data & Democracy,533,418,0,1,225,1,9,281
Data_Genius,Data Miner,542,1209,1,1,187,632,0,83
dataenvagency,Data Team EA,577,447,0,1,75,8,27,447
HuffPostData,HuffPost Data,449,70,0,1,40,109,94,1121
BigDataDiary,BigData,613,4985,0,1,1381,53,160,3232
simplystats,Simply Statistics,706,1105,0,1,205,33,402,9318
PLDATALab,パ･リーグ DATA Lab.,465,11580,1,1,0,0,358,10123
nakeddata,Naked Data,1601,228,1,1,52,2,11,669
ExamineData,Examine Data,1488,1230,1,1,2016,0,24,1672
DataCooker,Isabel Elaine Allen,1691,5838,1,1,254,7,49,643
vodafoneNZdata,Vodafone Mobile Data,1479,219,0,1,12,3,36,757
rhinoback,Online Data Backup,1665,218,1,1,276,0,55,1170
TheGrok,Bryan Eisenberg,2378,10361,1,1,6892,119,2451,33863
TAUS_Data,TAUS Data,1518,445,1,1,127,0,80,1405
strataconf,O'Reilly Strata,1183,2771,1,1,1125,79,761,13661
data_cuisine,Data Cuisine,394,40,1,1,10,12,4,104
BigData_Journal,Big Data,273,224,1,1,137,21,19,400
DataGuidance,DataGuidance,1595,2758,1,1,770,34,81,1523
OptisData,Optis,1248,1465,1,1,956,33,19,523
D3detroit,Data Driven Detroit ,974,511,1,1,746,48,125,2578
noahhlo,Noah Lorang,1009,1891,1,1,52,2,36,1034
beautiful_data,beautifuldata.ie,799,190,1,1,163,5,6,115
Five9sDigital,Data Centers,1377,532,1,1,1268,14,15,1214
BigDataIQ,BigDataIQ,231,124,1,1,677,0,3,240
MN_StateData,MN Demographic Ctr.,542,802,1,1,512,8,39,636
DataPrivacyNews,Privacy Partnership,1667,433,1,1,69,0,57,797
imbigdata,Manish Bhatt,887,13977,1,1,1297,10,198,2413
FutureVAD,Future Voice & Data,1624,76,1,1,1874,0,5,694
cwd150,Civil War Data 150,1130,84,1,1,22,0,33,496
DataCenterSpace,Data Center Space,1295,110,1,1,118,2,6,463
WomenInData,Women in Data,152,130,0,1,18,3,8,127
AllianceBigData,Alliance Big Data,212,659,0,1,149,11,14,231
DeepRichData,Troblin Reich,188,99,1,1,1977,0,1,1678
DataKindUK,DataKind UK,267,104,0,1,34,2,33,531
databasin,Data Basin,1739,513,1,1,578,2,58,553
DataMind_org,@Datamind_org,98,26,0,1,118,0,5,198
DataMiningTips,DataMiningTips,1563,9613,0,1,1639,0,218,3952
MassData,Massachusetts Data,1448,72,1,1,1,0,110,1592
Data6m,Sm;)e (Bayan Mashat),1052,15011,1,1,615,2021,12,670
championdata,Champion Data,1437,5344,1,1,3,0,129,6870
DataSift,DataSift,1214,2604,1,1,147,83,760,17056
ladamic,Lada Adamic,2390,206,1,1,176,31,243,4189
DataWatchTech,DataWatchTech,806,34,1,1,80,0,0,37
RigData,RigData,1416,3665,1,1,1717,32,274,15270
USFarmdata,US Farm Data,1507,4875,1,1,1278,5,179,5426
cynergydata,Cynergy Data,1585,1084,1,1,328,0,17,461
DataCenterWorld,DataCenterWorld,1499,597,1,1,639,3,76,2986
LookerData,Looker,279,134,1,1,139,74,17,204
BigDataNewsco,Big Data News™,116,161,0,1,837,4,3,239
DataDayTexas,Data Day Texas,527,67,0,1,306,0,5,95
pewresearch,Pew Research Center,1682,13801,1,1,26,24,6412,123408
INsdc,IN State Data Center,952,1789,1,1,396,10,14,208
PitchBook,PitchBook Data,1582,2344,1,1,1595,167,136,4014
AppliedDataLabs,Applied Data Labs,581,74,1,1,22,6312,13,5146
GoodDataAlex,Alex Wettreich,356,179,0,1,456,36,0,156
hooddata,Hood | Data,1253,11328,1,1,124,8,13,507
hmason,Hilary Mason,2433,11424,1,1,1041,1042,2392,35099
BellaDati,Data into Profits,1060,479,1,1,378,5,7,218
Datadatti,Data Darancharas,890,2609,1,1,78,0,28,3666
insearch4data,In Search 4 Data,644,785,0,1,272,271,13,208
allthingshadoop,Joe Stein,1269,1391,1,1,515,22,140,2153
The_Data_Monkey,The Data Monkey,562,1126,1,1,667,6,3,514
SVDataScience,SV Data Science,196,57,1,1,120,7,5,190
mitultiwari,Mitul Tiwari,1981,1014,1,1,296,341,31,589
_J_Data,J. Data,1665,3918,1,1,249,240,0,82
mommygtm,Tricia Pena-Data,1305,2332,1,1,386,8,2,392
rachelbinx,rachel binx,2093,6164,1,1,492,709,104,1403
GADataGrabber,GA Data Grabber,1183,424,1,1,25,0,44,619
MsDrData,Lisa Neidert,1224,6054,1,1,372,5068,17,339
ScraperWiki,ScraperWiki,1556,1972,1,1,1423,23,333,3067
cpapolicy,MDI Data Security,1124,1388,1,1,421,1,41,316
f,Fred Oliveira,2590,8445,1,1,384,1380,516,53899
DataSecuB,datasecuritybreach,697,609,0,1,5,0,47,1293
charlesarthur,Charles Arthur,2344,87470,1,1,910,5120,3017,51441
BigDataRepublic,Big Data Republic,448,2778,0,1,1175,23,118,2958
BigDataFoundati,Big Data Foundation,234,269,1,1,2001,52,8,490
TreasureData,"Treasure Data, Inc.",713,719,1,1,122,1,56,784
BigDataMadeEasy,Big Data Made Easy,609,449,1,1,111,2,7,190
MarketData,Inside Market Data,1674,2358,1,1,74,0,42,1393
rpdata,RP Data,1772,1601,1,1,29,1,161,10304
YouData,YouData,1849,355,1,1,383,0,46,1476
payamdata,Payam Data Recovery,1614,245,1,1,1044,24,9,696
DataInnovation,CDI,728,667,1,1,956,31,11,332
paulballen,Paul Allen,2307,6302,1,1,4459,265,242,5534
2data_recovery,Data Recovery,1410,3847,1,1,3415,0,22,3849
sairmais,data guru,1654,2165,1,1,1400,43,34,594
NLDVGG,NL Data Vault GGroep,1085,193,0,1,260,4,10,236
KardashianData,The Kardashians on E,906,5100,1,1,118,119,22,8861
jakehofman,jake hofman,1735,1337,1,1,381,3939,280,3667
DataBank_Ltd,DataBank_Ltd,806,36,1,1,166,0,7,148
ForecasterEnten,Harry Enten,1261,28723,0,1,83,66,228,3294
DataRetention,Data Retention,1441,751,1,1,314,0,33,590
gtfs_data,GTFS Data Exchange,1621,28,1,1,3,0,11,180
SanDiskDataCtr,SanDisk Data Center,1702,468,1,1,398,6,28,769
econdatabase,Economic Data,1630,5,1,1,2134,0,13,1716
KromerBigData,Mark Kromer,403,385,0,1,1087,0,10,505
datalovestory,Data: A Love Story,609,359,1,1,84,4,10,384
BigDataSpeaker,Sushil Pramanick,1428,3649,1,1,950,23,66,1851
DataCoup,DataCoup,522,420,0,1,143,13,12,180
data2save,Data2save,1670,845,1,1,6074,1,30,6460
datacommons,Data Commons Co-op,1105,214,0,1,222,6,19,300
TedOBrien93,Data Science Report,893,1241,1,1,1897,8,19,1627
ApkDataAndroid,APK + DATA Android,688,4528,1,1,372,0,0,997
John4man,John Foreman,687,1779,0,1,276,1173,326,7733
data_innov_dc,Data Innovation DC,327,27,0,1,147,0,3,50
TonyBaer,Tony Baer,2049,8405,1,1,862,9,301,4253
eudata,Our Data,1413,534,0,1,182,1,54,420
mattturck,Matt Turck,978,2212,0,1,852,241,113,3626
DataCenterKB,Data Center KB,1013,16484,1,1,1026,0,32,1374
peteskomoroch,Peter Skomoroch,2010,10361,1,1,996,2434,976,14647
datanami,Datanami,848,1739,1,1,300,4,84,1855
DataMiningworld,Data Mining world,537,551,1,1,3072,0,96,3454
GE_Data_Viz,GE Data Viz,996,57,1,1,65,0,24,617
Floor_Data,Floor Data ,1442,2797,1,1,1504,0,65,2086
NTT_DATA_UK,NTT DATA UK,1010,653,1,1,219,1,8,316
RMB,Rob Bailey,1728,8733,1,1,1025,397,256,11503
opendataottawa,Open Data Ottawa,1330,3085,1,1,885,270,252,2916
mza,Matt Wood,2466,4980,1,1,449,681,355,5481
neil_conway,Neil Conway,1557,2690,1,1,540,258,133,2114
data_nerd,Carla Gentry,1316,93304,1,1,6274,469,507,10608
datasecurity1,Data Security,1548,6274,1,1,279,1,29,1175
DellDP,Dell Data Protection,1829,4397,1,1,7058,15,152,7263
datainterchange,Data Interchange,743,33,1,1,1426,3,6,458
leonidkruglyak,Leonid Kruglyak,1721,17601,0,1,776,803,291,6004
bodc,BODC — marine data,1996,2557,1,1,462,6,112,2262
DataG,Peter Murray,1983,5102,1,1,384,15,118,913
YahooSearchData,Yahoo Search Data,1707,6388,1,1,226,2,482,28765
BerkeleyData,datascience@berkeley,224,145,1,1,308,3,23,714
Data2364,JeanLucStewart,1194,54086,1,1,1536,3815,59,1269
ReedConstrData,ReedConstructionData,1637,27514,1,1,384,42,735,26495
JeffersonObama,Jeff Gauvin,1612,203191,1,1,4423,14896,974,17202
datacenterpost,Data Center Post,1185,1186,1,1,2402,0,55,2457
Data_Cards,DataCards,728,1676,0,1,442,16,8,134
TheDataService,The Data Service,716,322,1,1,116,0,13,502
kdnuggets,Gregory Piatetsky,1708,11217,1,1,359,76,922,13673
BigData4HRGuy,David Bernstein,1959,1129,0,1,329,2,10,261
FinData,FIMA Conference,1221,421,1,1,90,1,4,113
Smart_Big_Data,Thomas,1648,808,1,1,1940,9,46,1463
AnnalynKurtz,Annalyn Kurtz,1058,4597,1,1,2100,3,220,4360
data_fiend,S J Kerr,601,1933,0,1,1983,325,39,1312
b2btelecoms,Frontier Voice &Data,1162,318,1,1,1067,10,10,825
DataGuv,David Reed,336,224,0,1,63,6,2,123
BioDataCentre,Biodiversity Ireland,1429,2874,1,1,19,1,53,1506
Censusacuk,UK Data Service,1672,238,1,1,55,0,33,571
TheDataDiva,Wendy Cobrda,1779,7898,1,1,1788,115,184,1937
DataPointed,Data Pointed,1197,2038,0,1,416,11,478,5657
DrDataVDC,Dr. Charles Stryker,449,53,0,1,85,0,1,90
opendatacat,Open Data. gencat,954,1043,1,1,664,0,221,2174
thebusinessdata,The Business Data,982,3272,0,1,1579,1,4,10034
DataUpCDL,DataUp at CDL,808,229,1,1,0,0,15,200
prisonculture,Prison Culture,1195,29994,1,1,617,16472,415,11774
BigRahimBigData,@BigRahimBigData,325,216,0,1,1994,1,8,552
RioData,RioData or just Rio!,1752,17333,1,1,471,106,41,1315
SymDataSec,SymmetricalDataSec,182,3569,0,1,2000,0,5,563
VelociData,VelociData,374,385,0,1,955,0,2,154
